rank_page,word,count_sum,count_mean,tfidf_mean,rank_article,rank_page_count,article_count,current_page_count,first_appear
4,乳桿菌,10,10.0,0.016941252872402862,6,2,2,1,4
4,乳糖,8,8.0,0.008861162685693322,6,1,1,1,4
4,乳糖不耐,5,5.0,0.007941159295804917,6,1,1,1,4
4,乳酸,5,5.0,0.0045118495496272535,6,2,2,1,4
4,乳酸桿菌,7,7.0,0.012470347371088972,6,1,1,1,4
4,乳酸菌,44,11.0,0.0311902070397117,6,10,24,4,1
4,乳鐵蛋白,6,6.0,0.01156336852139157,6,1,1,1,4
4,了解,7,7.0,0.013622279187455776,6,2,3,1,1
4,二氧化矽,15,15.0,0.029089953181893183,6,1,1,1,4
4,二氧化鈦,8,8.0,0.01687445202166558,6,1,1,1,4
4,人類,11,11.0,0.0166819186032866,6,3,3,1,4
4,人體,11,5.5,0.005601855236424869,6,8,16,2,1
4,代謝物,6,6.0,0.017276086388031662,6,1,1,1,4
4,低溫,4,4.0,0.004744545258873802,6,1,1,1,4
4,作用,13,13.0,0.006613283184527525,6,4,6,1,4
4,使用,91,30.333333333333332,0.0066556041660217995,6,8,17,3,1
4,來源,5,5.0,0.02735419555179421,6,5,5,1,1
4,便秘,4,4.0,0.002516010646608783,6,2,2,1,1
4,促進,13,13.0,0.016933500628500967,6,3,3,1,1
4,保健食品,4,4.0,0.002285525071267741,6,1,1,1,4
4,保存,10,5.0,0.013241724670114668,6,4,5,2,2
4,保持,10,10.0,0.008731346165536622,6,1,1,1,4
4,健康,72,14.4,0.0020509065492858667,6,9,33,5,1
4,偽膜性大腸炎,4,4.0,0.015842126864796555,6,1,1,1,4
4,傷害,6,6.0,0.008859589420052163,6,1,1,1,4
4,價格,4,4.0,0.0029087106154267245,6,2,2,1,1
4,優格,36,18.0,0.037589151933694186,6,3,4,2,2
4,優良,4,4.0,0.006913670909416743,6,1,1,1,4
4,充品,4,4.0,0.02018178601706804,6,1,1,1,4
4,免疫,24,12.0,0.013033838241182656,6,3,6,2,4
4,免疫系統,4,4.0,0.004934420394298918,6,3,3,1,4
4,兒童,7,7.0,0.0050554038084507594,6,2,2,1,4
4,共伴,4,4.0,0.013998610327036634,6,1,1,1,4
4,共生,6,6.0,0.011772796411165968,6,1,1,1,4
4,具有,5,5.0,0.002798030086048586,6,6,7,1,1
4,出生,11,11.0,0.0117466170204709,6,1,1,1,4
4,分子,5,5.0,0.005486227135975297,6,2,2,1,4
4,利用,5,5.0,0.003774639291674629,6,3,3,1,4
4,副乾酪乳桿菌,4,4.0,0.009195080489903116,6,3,4,1,1
4,功效,5,5.0,0.0150459218310938,6,7,13,1,1
4,功能,5,5.0,0.0024545181336629693,6,6,8,1,1
4,加入,5,5.0,0.001548057990417532,6,1,1,1,4
4,動物,5,5.0,0.006621140229858607,6,3,3,1,4
4,動物實驗,7,7.0,0.01790102972316942,6,1,1,1,4
4,包括,17,5.666666666666667,0.003351610964262085,6,3,5,3,1
4,包裝,4,4.0,0.015638170168678068,6,2,2,1,4
4,可溶性,5,5.0,0.008547544874330697,6,3,3,1,1
4,吃益生菌,14,7.0,0.03458969770625659,6,4,11,2,1
4,含有,8,4.0,0.002812871503716053,6,2,3,2,4
4,品牌,6,6.0,0.0012917763574422936,6,4,5,1,1
4,問題,11,5.5,0.0038464462938167963,6,4,6,2,1
4,嗜熱鏈球菌,4,4.0,0.008931635388887329,6,1,1,1,4
4,國際,5,5.0,0.0033118734526695545,6,3,3,1,4
4,均衡,5,5.0,0.008787057558794959,6,1,1,1,4
4,基因,8,4.0,0.006392427120161048,6,1,2,2,4
4,塑造,4,4.0,0.005484571679544849,6,1,1,1,4
4,增加,5,5.0,0.002844608860116332,6,4,7,1,1
4,壓力,5,5.0,0.008851462761302855,6,1,1,1,4
4,壞死性腸炎,6,6.0,0.02171062895594888,6,1,1,1,4
4,壞菌,4,4.0,0.007125912783479412,6,3,3,1,1
4,多半,4,4.0,0.008184362534028744,6,1,1,1,4
4,多重,8,8.0,0.012464354586327164,6,1,1,1,4
4,大廠,4,4.0,0.03067684441110035,6,2,2,1,4
